Latitude,Longitude,Start,End,EquipmentGroupName,EquipmentId,MethaneInKg
39.9141395,-80.4777448,1/1/2023 0:00,7/1/2023 0:00,Wells,0414e043-03ce-470e-8cc6-a2c6e9680627,33.92014228
39.91408327,-80.47783864,1/1/2023 0:00,7/1/2023 0:00,Wells,48f197bb-107c-47bf-99bf-2ca68f50cc9f,182.1910264
39.91412122,-80.47780394,1/1/2023 0:00,5/1/2023 0:00,Dehydrators,932b33bf-ebc9-4768-9287-973eb2513883,1038.927769
39.91406527,-80.47790817,1/1/2023 0:00,5/1/2023 0:00,Sand Traps,d6769bba-dcbc-4d34-9e24-b4c6e5531f97,19.14291834
39.91399309,-80.47780382,1/1/2023 0:00,3/1/2023 0:00,Sand Traps,f277aa85-4199-4103-8a50-39cc84549317,0.025107457
39.91409953,-80.47795831,1/1/2023 0:00,7/1/2023 0:00,Wells,2e06696b-6013-4655-be0d-3e7f03ffba60,33.53832496
39.91399719,-80.47788638,1/1/2023 0:00,7/1/2023 0:00,GPUs,d95e8495-fc5c-4a53-aabb-001c5fb46b82,5.260259593
39.91412193,-80.47793731,1/1/2023 0:00,3/1/2023 0:00,Wells,b3ae3902-3bee-4d32-8354-921cacde3198,1.104549217
39.91401264,-80.47776779,1/1/2023 0:00,3/1/2023 0:00,Meter Runs,4473adbc-db47-460d-9107-6c84065ffa6f,0.006019229
39.91407112,-80.47789865,1/1/2023 0:00,5/1/2023 0:00,Wells,095dda25-d19e-4782-a5ab-42cf99743f92,17.84604637
39.91409453,-80.47792389,1/1/2023 0:00,6/1/2023 0:00,GPUs,ae134d40-e226-49ec-aa70-83cf4a821f8b,0.51096782
39.91400876,-80.47793092,1/1/2023 0:00,6/1/2023 0:00,Meter Runs,cfce96a8-c698-4e7c-890d-b79178db1716,0.634860749
39.91406989,-80.4778366,1/1/2023 0:00,7/1/2023 0:00,Meter Runs,30589c95-f174-4f04-b069-cf91ea2e951a,11.90556357
39.91409194,-80.47785069,1/1/2023 0:00,4/1/2023 0:00,GPUs,bf067ad8-7e57-4297-a1bb-07fa6fdd6354,0.881835219
39.91406722,-80.47791082,1/1/2023 0:00,3/1/2023 0:00,GPUs,ea42bce0-5228-4f42-a356-6db12e1afe12,0.742793411
39.91406193,-80.47797256,1/1/2023 0:00,1/26/2023 0:00,Sand Traps,9f76ba01-c29f-4eec-b1b8-62211c26231b,0.016261166
39.91407988,-80.47787303,1/1/2023 0:00,5/1/2023 0:00,Produced Water Tanks,5ec0c42a-2f23-46e6-b908-72a56336fff8,126.1936506
39.91414942,-80.477908,1/1/2023 0:00,5/1/2023 0:00,Wells,76639bbc-0fad-4b9e-9132-8aa2c5c062d7,30.64951667
39.91402038,-80.47786005,1/1/2023 0:00,5/1/2023 0:00,Wells,4f20d96d-cc77-4e2f-9d49-98f6e10ab7a4,7.767639736
39.91405618,-80.47790517,1/1/2023 0:00,4/1/2023 0:00,Wells,959053ed-567c-4fdb-9161-9a613ec6ca80,11.54252565
39.91413199,-80.4778473,1/1/2023 0:00,4/1/2023 0:00,Wells,68a9923c-5c72-4cce-bf9c-8a07607a2965,4.748977388
39.91400762,-80.47789968,1/1/2023 0:00,7/1/2023 0:00,Wells,95681928-e5b4-4dd2-aba3-d97f2d739987,30.67602268
39.91399117,-80.47774607,1/1/2023 0:00,6/1/2023 0:00,Wells,e7cd0009-b1f4-4ded-87df-8ba39ee881b3,13.44745153
39.91407093,-80.47778314,1/1/2023 0:00,6/1/2023 0:00,Wells,23a13632-7035-4266-8e9c-442504f558bd,30.44249387
39.91404503,-80.47777592,1/1/2023 0:00,7/1/2023 0:00,Wells,dd3359b2-fb0e-4df8-9089-fcd79c7dd6af,18.99595172
39.91409154,-80.47797116,1/1/2023 0:00,7/1/2023 0:00,Wells,32ccdf2e-3485-4afe-ab2f-3a992ee9743d,125.9116949
39.91399011,-80.47791409,1/1/2023 0:00,4/1/2023 0:00,Wells,38542c56-7b94-4969-a442-f3653be2ffbe,38.01353586
39.91403894,-80.47784728,1/1/2023 0:00,1/24/2023 0:00,Slop Tanks,53dc165b-a2bb-41f9-bc50-bea6cadaf918,2.859436432
39.91412937,-80.47778818,1/1/2023 0:00,6/1/2023 0:00,Slop Tanks,9687bd2c-5529-4423-b0d5-5b226d429f61,392.2392296
39.91414012,-80.477882,1/1/2023 0:00,4/1/2023 0:00,Slop Tanks,2f739f2f-3fe3-4094-a52c-426d3bcfdf69,22.95277131
39.91402997,-80.47777486,1/1/2023 0:00,4/1/2023 0:00,Slug Catchers,b4ccbe70-1ca0-4de2-b443-a1875bd05c67,17.14071469
39.91400427,-80.47794438,1/1/2023 0:00,1/26/2023 0:00,Slug Catchers,39509007-e460-491c-954d-b2bbc0f925ac,1.172920751
39.91413095,-80.47795336,1/1/2023 0:00,3/1/2023 0:00,GPUs,8078ee72-70ca-40ae-8568-a904590b6ca3,0.589200487
39.91407849,-80.47789282,1/1/2023 0:00,4/1/2023 0:00,GPUs,588dbc6e-cb52-499f-b1e1-13cb0e5f6bf2,0.436498151
39.91402287,-80.47782284,1/1/2023 0:00,1/27/2023 0:00,GPUs,917788c6-5ea4-4114-bd12-17723d0b9496,0.134510088
39.91399031,-80.47784688,1/1/2023 0:00,6/1/2023 0:00,GPUs,7d1a25bd-259c-453b-aaa8-5679f1a4b03a,1.90476243
39.9141374,-80.47783183,1/1/2023 0:00,3/1/2023 0:00,GPUs,5c752243-bb10-458a-92b5-3ceae466117f,0.124687423
39.91401792,-80.47795577,1/1/2023 0:00,7/1/2023 0:00,GPUs,bdddc7a2-b02f-49eb-b9e8-61c22fb38d0a,22.93835961
39.91408857,-80.4778428,1/1/2023 0:00,3/1/2023 0:00,GPUs,8b9b5097-1373-483c-92ca-390985680e6a,0.00646276
39.9140066,-80.47777304,1/1/2023 0:00,5/1/2023 0:00,Sand Traps,ee3f55bc-0c3b-4647-a53f-88be5748eeaf,5.217001289
39.91404828,-80.47789731,1/1/2023 0:00,7/1/2023 0:00,Produced Water Tanks,b31d69b0-b3e0-4f39-85e9-15f8b31b0235,32.08352575
39.91400859,-80.47791263,1/1/2023 0:00,4/1/2023 0:00,Produced Water Tanks,eb60a70d-0358-480c-9f02-c4a8cb3b29a1,5.832553586
39.91403212,-80.47790119,1/1/2023 0:00,3/1/2023 0:00,Produced Water Tanks,59d7dfa2-1a4f-48a3-b4ab-3b3d6ff5ca2b,1.394843601
39.91398064,-80.4778556,1/1/2023 0:00,4/1/2023 0:00,Wells,44184a68-f010-43ba-b391-d13888a077d7,4.397906374
39.91408041,-80.47777084,1/1/2023 0:00,6/1/2023 0:00,Sand Traps,56346f7d-89e1-4cae-b93b-00c8bc2147a4,5.28020831
39.91407391,-80.47781442,1/1/2023 0:00,6/1/2023 0:00,Produced Water Tanks,6c046825-96a2-4271-ac3b-e02b64d74061,16.74737462
39.91400184,-80.47776824,1/1/2023 0:00,5/1/2023 0:00,Wells,c9a88066-8ece-4db8-8fd5-e715546bb3c7,13.33190766
39.91408429,-80.47775765,1/1/2023 0:00,4/1/2023 0:00,Slug Catchers,7e350d0c-84c7-4fc8-a180-19de0c611509,78.22247632
39.9140813,-80.47784916,1/1/2023 0:00,3/1/2023 0:00,Dehydrators,57c73f31-39ee-42be-b85c-efcc4ed376a8,23.90624181
39.91411485,-80.47777448,1/1/2023 0:00,7/1/2023 0:00,GPUs,e6641169-8394-44b0-b520-198a457f807a,10.99614059
39.91399462,-80.4778552,1/1/2023 0:00,4/1/2023 0:00,Sand Traps,f43a1a34-f07d-49df-86d3-1331bbf841c7,2.291899572
39.91406627,-80.47795665,1/1/2023 0:00,4/1/2023 0:00,Dehydrators,5b3e748d-a656-427e-aeb4-1f1f03f2ee80,15.62926832
39.91411494,-80.47774302,1/1/2023 0:00,1/27/2023 0:00,Dehydrators,2c751b89-cdb2-4f66-9b22-b71901cb253e,0.015233881
39.91399523,-80.47783599,1/1/2023 0:00,5/1/2023 0:00,Sand Traps,58bcb187-bc7b-411a-99fb-33309aea6ae6,2.66603721
39.91405099,-80.47793326,1/1/2023 0:00,3/1/2023 0:00,Dehydrators,a790840c-17fc-465b-a534-da468cdb8ddb,25.14586475
39.91403478,-80.47794046,1/1/2023 0:00,7/1/2023 0:00,Dehydrators,a61e8f38-62f1-40e8-b8fb-a3dd25e15392,406.2346663
39.91405015,-80.47780967,1/1/2023 0:00,4/1/2023 0:00,GPUs,c85281a7-9e02-4486-864d-9a5e9cc83729,7.169806901
39.91402204,-80.47775561,1/1/2023 0:00,3/1/2023 0:00,Sand Traps,b39110a4-a2ac-4c2d-a57b-658ec824bd61,1.364226202
39.91410191,-80.47784902,1/1/2023 0:00,4/1/2023 0:00,Wells,d86a82f4-2148-42bf-bf34-1c446a081d2d,1.787742052
39.91412686,-80.47789247,1/1/2023 0:00,3/1/2023 0:00,Wells,035c73e6-a8ab-4cf2-b5f5-5b940c6b4d93,0.073825253
39.91399801,-80.47787286,1/1/2023 0:00,6/1/2023 0:00,Wells,156a1a36-8106-4449-9384-69f5e492609d,40.22728476
39.91413818,-80.47786805,1/1/2023 0:00,7/1/2023 0:00,Wells,6f612494-5b09-4034-94d2-62ef12a2369b,80.36163637
39.9139923,-80.47793849,1/1/2023 0:00,7/1/2023 0:00,GPUs,2d2e4905-a8b1-4541-a1f7-248797c843e1,14.83254162
39.91406132,-80.47779456,1/1/2023 0:00,5/1/2023 0:00,GPUs,8814eb47-4b49-4be7-bab2-85ad089c2dc0,0.041039003
39.91397125,-80.47792209,1/1/2023 0:00,5/1/2023 0:00,GPUs,f2ef4ee7-0be6-49de-bbc6-cf8d1621bc54,0.053876506
39.91410063,-80.47792884,1/1/2023 0:00,6/1/2023 0:00,Meter Runs,7ae151ea-3cf9-460f-8514-7b1321cb5e4d,1.710567651
39.91405422,-80.4777629,1/1/2023 0:00,6/1/2023 0:00,GPUs,3f11e802-1507-43b9-831c-1cd978b42c7c,0.133782517
39.91397416,-80.47788593,1/1/2023 0:00,7/1/2023 0:00,Meter Runs,9ae85bd4-d649-4536-811f-f3d6f3bd89e5,12.23497921
39.914105,-80.47782177,1/15/2023 0:00,3/15/2023 0:00,GPUs,cdd061aa-8e45-46be-8dc7-887f87707f3f,0.035363632
39.91399973,-80.4777628,1/15/2023 0:00,7/15/2023 0:00,Produced Water Tanks,6eb92a13-39e9-451f-9795-4a2c59955349,62.15970402
39.91402195,-80.47786335,1/16/2023 0:00,5/16/2023 0:00,Dehydrators,5f26a4b3-a87d-4354-8e0e-01fff6c110b6,385.9365787
39.91402313,-80.47794411,1/16/2023 0:00,2/8/2023 0:00,Produced Water Tanks,d4908977-c49d-4f23-951e-9fb33f0e918a,0.732860613
39.91409632,-80.47782896,1/16/2023 0:00,3/16/2023 0:00,Sand Traps,a26d20a0-b52b-45d6-8645-a41e5cd6fbbf,1.727711744
39.91410404,-80.47796262,1/16/2023 0:00,4/16/2023 0:00,Sand Traps,a2f90018-eaa3-44fa-85d6-c126681fb4c8,1.485920459
39.91398064,-80.47778886,1/16/2023 0:00,5/16/2023 0:00,GPUs,89ead2b4-b32e-4627-8bf5-efedb4aa7143,0.215566519
39.91403538,-80.47795185,1/17/2023 0:00,2/4/2023 0:00,Slop Tanks,f40f66cc-dc25-46ab-a546-d326f1b6b6ab,8.535953837
39.91403718,-80.47795697,1/17/2023 0:00,3/17/2023 0:00,Sand Traps,a15e535b-f3e8-4bf7-a074-e088e8abe7a8,2.066531576
39.91409151,-80.47791916,1/18/2023 0:00,3/18/2023 0:00,Sand Traps,5a113fbc-61c7-42f2-996c-3617d5e7b025,2.543450832
39.91404616,-80.47797335,1/18/2023 0:00,2/5/2023 0:00,GPUs,650b3822-7cd6-47c6-8057-2d2e8ff525e7,0.339903657
39.91398343,-80.47779655,1/18/2023 0:00,7/18/2023 0:00,Sand Traps,0e35ace1-b2b2-426b-99ff-9bad275681b5,39.02707768
39.91414206,-80.4779621,1/19/2023 0:00,5/19/2023 0:00,Wells,6d38967a-109b-4f01-b053-e4df338dbcbf,9.057449296
39.91398972,-80.47796519,1/19/2023 0:00,2/14/2023 0:00,GPUs,7af3c83a-451a-446c-b673-f6f4886847c7,0.006521908
39.914018,-80.47794413,1/20/2023 0:00,3/20/2023 0:00,Sand Traps,b6a4596a-9a81-4f40-966a-ef4da499fcfe,4.496864371
39.91406154,-80.47789533,1/20/2023 0:00,2/6/2023 0:00,GPUs,54fa027b-8953-42cd-9470-c9568dc0d185,0.049231009
39.91402083,-80.47788611,1/20/2023 0:00,2/15/2023 0:00,Dehydrators,340fb71a-e954-46d0-9fa2-1eb0975e7c34,4.940908314
39.91413681,-80.47796552,1/20/2023 0:00,7/20/2023 0:00,GPUs,1fc9c3b4-eb12-4e89-b8c0-981657e185ed,42.17044619
39.91411022,-80.47776119,1/21/2023 0:00,7/21/2023 0:00,GPUs,3cd815ed-8212-42bd-8b79-b7e37505bf81,27.84736523
39.91399049,-80.47793603,1/22/2023 0:00,7/22/2023 0:00,GPUs,a005f137-26cd-408b-8756-f1a31e44f0ad,31.10648231
39.91410637,-80.47796971,1/22/2023 0:00,2/7/2023 0:00,Wells,26e08632-112e-47e4-a72c-3d99e47572fe,25.33233769
39.91402782,-80.4778199,1/22/2023 0:00,7/22/2023 0:00,Wells,dea83d86-b61c-4491-8fd1-7a407511bd5d,32.64191136
39.91400524,-80.47792192,1/22/2023 0:00,3/22/2023 0:00,Wells,1c146bb0-3057-4ffd-8525-8839792dd2d9,1.254895277
39.91404358,-80.47780992,1/22/2023 0:00,3/22/2023 0:00,GPUs,2418042d-9798-42ed-bc15-e9c9144f8e2b,0.1223451
39.91405111,-80.47792039,1/22/2023 0:00,2/13/2023 0:00,Sand Traps,e4e45530-892d-4ddb-ad6b-ae8ed4166ad8,1.955144577
39.91400034,-80.47783249,1/22/2023 0:00,4/22/2023 0:00,Meter Runs,277014c6-fac6-48e6-a628-e11c5700e21b,0.047473573
39.91403274,-80.47776101,1/23/2023 0:00,3/23/2023 0:00,Dehydrators,ccd32130-ebb5-4967-a501-6db01c1d2429,51.56470002
39.91399177,-80.47774805,1/23/2023 0:00,3/23/2023 0:00,GPUs,9a94e2b3-3f96-40a3-add0-0a2a326f876d,1.788281008
39.91408,-80.47792355,1/23/2023 0:00,7/23/2023 0:00,Wells,aa721112-8a36-483a-ad1a-0c0bab37cf47,23.20019748
39.9141271,-80.47776249,1/23/2023 0:00,3/23/2023 0:00,GPUs,2857d515-aae8-49b4-94a5-24579b5802a4,3.34189634
39.91399185,-80.47786655,1/24/2023 0:00,6/24/2023 0:00,Meter Runs,98df9883-2aa2-4144-b133-7cee8c819b0b,5.722965332
39.91403894,-80.47784728,1/24/2023 0:00,3/24/2023 0:00,Slop Tanks,53dc165b-a2bb-41f9-bc50-bea6cadaf918,45.80652478
39.91405019,-80.47774513,1/26/2023 0:00,2/9/2023 0:00,Produced Water Tanks,0a9f264d-47ae-4daa-97e8-ea8cf39125ef,2.193038791
39.91406874,-80.477801,1/26/2023 0:00,5/26/2023 0:00,Wells,b1394565-64ea-47e6-8e91-3fabb74c4705,15.39806705
39.91406193,-80.47797256,1/26/2023 0:00,2/15/2023 0:00,Sand Traps,9f76ba01-c29f-4eec-b1b8-62211c26231b,0.946999554
39.91400427,-80.47794438,1/26/2023 0:00,7/26/2023 0:00,Slug Catchers,39509007-e460-491c-954d-b2bbc0f925ac,147.9596868
39.91403778,-80.47792311,1/26/2023 0:00,3/26/2023 0:00,GPUs,48a02756-2c8b-49bc-8ef1-848d84284834,18.91398234
39.9140776,-80.47776381,1/27/2023 0:00,3/27/2023 0:00,GPUs,b4ded384-bdfa-4320-b7a8-4d12fcc37b92,0.064275575
39.91402287,-80.47782284,1/27/2023 0:00,2/10/2023 0:00,GPUs,917788c6-5ea4-4114-bd12-17723d0b9496,0.083649355
39.91411494,-80.47774302,1/27/2023 0:00,3/27/2023 0:00,Dehydrators,2c751b89-cdb2-4f66-9b22-b71901cb253e,204.9683507
39.91409644,-80.47776384,1/27/2023 0:00,4/27/2023 0:00,Dehydrators,10ddc2d5-8fe1-4b39-a57a-5efae33a2483,48.95789195
39.91408819,-80.47788623,1/27/2023 0:00,7/27/2023 0:00,GPUs,e64fe39b-6806-4b58-80c6-6fbe047a40ad,100.092068
39.91412558,-80.47792702,1/28/2023 0:00,3/28/2023 0:00,Slug Catchers,cf101421-36f2-49c0-9ec1-2ec0262dc1e0,41.33515864
39.91398801,-80.47792767,1/28/2023 0:00,3/28/2023 0:00,Produced Water Tanks,fa5e8e1e-e243-4570-8284-38d9ac135317,6.378319717
39.91414761,-80.47782625,1/28/2023 0:00,3/28/2023 0:00,GPUs,fef6fc6e-8780-4ed6-b05a-a0de5ebe91da,0.047557253
39.9140307,-80.4778075,1/28/2023 0:00,3/28/2023 0:00,Sand Traps,d2a728b7-4638-4625-b25c-aeb8b63d05cd,5.801763495
39.91413465,-80.47791841,1/28/2023 0:00,2/13/2023 0:00,Sand Traps,4fb4ed1d-4dcd-452e-91ab-df972d40a718,1.762176583
39.91401977,-80.47794544,1/30/2023 0:00,5/30/2023 0:00,GPUs,3b0e2c11-23f2-45fc-ad6f-38b3866d7478,1.066147097
39.91403538,-80.47795185,2/4/2023 0:00,4/4/2023 0:00,Slop Tanks,f40f66cc-dc25-46ab-a546-d326f1b6b6ab,9.336538535
39.91404616,-80.47797335,2/5/2023 0:00,2/22/2023 0:00,GPUs,650b3822-7cd6-47c6-8057-2d2e8ff525e7,0.15664587
39.91406154,-80.47789533,2/6/2023 0:00,4/6/2023 0:00,GPUs,54fa027b-8953-42cd-9470-c9568dc0d185,0.189848668
39.91410637,-80.47796971,2/7/2023 0:00,2/27/2023 0:00,Wells,26e08632-112e-47e4-a72c-3d99e47572fe,2.483480229
39.91402313,-80.47794411,2/8/2023 0:00,3/7/2023 0:00,Produced Water Tanks,d4908977-c49d-4f23-951e-9fb33f0e918a,3.608726919
39.91407154,-80.47796767,2/8/2023 0:00,4/8/2023 0:00,Meter Runs,21f165b7-0b53-4e15-a344-e54031fc4ac7,1.299519913
39.91405019,-80.47774513,2/9/2023 0:00,7/9/2023 0:00,Produced Water Tanks,0a9f264d-47ae-4daa-97e8-ea8cf39125ef,35.96572622
39.91401643,-80.47782636,2/11/2023 0:00,8/11/2023 0:00,GPUs,7e0c705a-5e00-46de-94b4-567215ac6abd,26.51392417
39.91406744,-80.47785264,2/11/2023 0:00,7/11/2023 0:00,GPUs,836f4968-464b-4483-811b-5dfb04c70881,10.99296587
39.91413549,-80.47778178,2/12/2023 0:00,4/12/2023 0:00,GPUs,dc218466-e759-4597-bad8-089af66d590f,2.02660742
39.91405111,-80.47792039,2/13/2023 0:00,3/11/2023 0:00,Sand Traps,e4e45530-892d-4ddb-ad6b-ae8ed4166ad8,1.346817133
39.91413465,-80.47791841,2/13/2023 0:00,5/13/2023 0:00,Sand Traps,4fb4ed1d-4dcd-452e-91ab-df972d40a718,11.14743534
39.91402083,-80.47788611,2/15/2023 0:00,6/15/2023 0:00,Dehydrators,340fb71a-e954-46d0-9fa2-1eb0975e7c34,86.31289037
39.91404616,-80.47797335,2/22/2023 0:00,3/18/2023 0:00,GPUs,650b3822-7cd6-47c6-8057-2d2e8ff525e7,0.105835753
39.91410637,-80.47796971,2/27/2023 0:00,6/27/2023 0:00,Wells,26e08632-112e-47e4-a72c-3d99e47572fe,72.69061612
39.91412606,-80.47789787,3/1/2023 0:00,3/23/2023 0:00,Wells,031dbebe-0b7f-493b-8f53-ca1f24ad301d,0.068184725
39.91405422,-80.47778287,3/1/2023 0:00,9/1/2023 0:00,Wells,16118a29-b92a-42a9-98ae-9401347d2d8a,49.29587389
39.91405075,-80.47779532,3/1/2023 0:00,7/1/2023 0:00,Wells,b8011d9b-f8b1-4cfe-a9e0-741180b47b49,34.33266408
39.91410713,-80.47788056,3/1/2023 0:00,3/28/2023 0:00,Wells,79ebbed6-1fce-4411-b198-c01886ee029b,3.695732241
39.91397216,-80.47790771,3/1/2023 0:00,7/1/2023 0:00,GPUs,47b99507-f6e4-43a7-9a4a-489d728b402a,69.38036793
39.91397788,-80.47787063,3/1/2023 0:00,3/24/2023 0:00,Wells,8fbcb66f-37f3-4500-aed8-48f53d1f7f3a,1.048802013
39.91399309,-80.47780382,3/1/2023 0:00,9/1/2023 0:00,Sand Traps,f277aa85-4199-4103-8a50-39cc84549317,61.26219253
39.91412193,-80.47793731,3/1/2023 0:00,6/1/2023 0:00,Wells,b3ae3902-3bee-4d32-8354-921cacde3198,18.11417682
39.91403394,-80.47794926,3/1/2023 0:00,5/1/2023 0:00,GPUs,ec8cd233-2c99-4305-8c40-f56acc61faec,0.083426583
39.91397222,-80.47776939,3/1/2023 0:00,5/1/2023 0:00,GPUs,af1ede45-70e5-491b-b12b-79efc2e6e338,0.012672241
39.91414073,-80.47792718,3/1/2023 0:00,5/1/2023 0:00,Meter Runs,ec1b12b5-85e6-46d4-8ff6-e1a9c1e42ca6,0.019443266
39.91404216,-80.47790436,3/1/2023 0:00,9/1/2023 0:00,GPUs,7ec54ef0-0f74-4dfc-9b3c-da58095b30ca,29.74514088
39.91405834,-80.47783879,3/1/2023 0:00,7/1/2023 0:00,Meter Runs,2614e203-70c8-4200-b10d-ed92547772f2,4.349770618
39.91406722,-80.47791082,3/1/2023 0:00,7/1/2023 0:00,GPUs,ea42bce0-5228-4f42-a356-6db12e1afe12,20.64758085
39.91413095,-80.47795336,3/1/2023 0:00,9/1/2023 0:00,GPUs,8078ee72-70ca-40ae-8568-a904590b6ca3,56.70453534
